ÃÒ¨é¥N½X	Â²ºÙ	¦~¤ë¤é	¶}½L»ù(¤¸)	³Ì°ª»ù(¤¸)	³Ì§C»ù(¤¸)	¦¬½L»ù(¤¸)	¦¨¥æ­È(¤d¤¸)
1417   	¹Å¸Î         	20140403	    8.27	    8.28	    8.22	    8.26	        5089
1417   	¹Å¸Î         	20140407	    8.25	    8.28	    8.20	    8.27	        3844
1417   	¹Å¸Î         	20140408	    8.25	    8.25	    8.21	    8.21	        4259
1417   	¹Å¸Î         	20140409	    8.22	    8.26	    8.21	    8.23	        3765
1417   	¹Å¸Î         	20140410	    8.27	    8.27	    8.22	    8.24	        3974
1417   	¹Å¸Î         	20140411	    8.20	    8.20	    8.11	    8.14	        5518
1417   	¹Å¸Î         	20140414	    8.11	    8.17	    8.11	    8.12	        2446
1417   	¹Å¸Î         	20140415	    8.19	    8.19	    8.13	    8.14	        2689
1417   	¹Å¸Î         	20140416	    8.16	    8.23	    8.14	    8.23	        2469
1417   	¹Å¸Î         	20140417	    8.23	    8.26	    8.21	    8.24	        4428
1417   	¹Å¸Î         	20140418	    8.25	    8.26	    8.20	    8.20	        3403
1417   	¹Å¸Î         	20140421	    8.23	    8.24	    8.20	    8.21	        2422
1417   	¹Å¸Î         	20140422	    8.21	    8.24	    8.20	    8.20	        4162
1417   	¹Å¸Î         	20140423	    8.20	    8.25	    8.18	    8.20	        2164
1417   	¹Å¸Î         	20140424	    8.17	    8.19	    8.11	    8.13	        4193
1417   	¹Å¸Î         	20140425	    8.12	    8.13	    7.86	    7.95	       10669
1417   	¹Å¸Î         	20140428	    7.85	    7.92	    7.81	    7.90	        4065
1417   	¹Å¸Î         	20140429	    7.86	    7.95	    7.86	    7.90	        4669
1417   	¹Å¸Î         	20140430	    7.90	    7.96	    7.86	    7.87	        2660
1417   	¹Å¸Î         	20140502	    7.91	    8.00	    7.88	    7.94	        4921
1417   	¹Å¸Î         	20140505	    7.94	    8.00	    7.94	    7.94	        4145
1417   	¹Å¸Î         	20140506	    7.96	    8.06	    7.96	    8.01	        3522
1417   	¹Å¸Î         	20140507	    8.01	    8.01	    7.95	    7.95	        2534
1417   	¹Å¸Î         	20140508	    7.96	    8.02	    7.96	    7.96	        4106
1417   	¹Å¸Î         	20140509	    7.96	    7.96	    7.89	    7.94	        3771
1417   	¹Å¸Î         	20140512	    7.95	    7.95	    7.89	    7.89	        1244
1417   	¹Å¸Î         	20140513	    7.97	    7.97	    7.86	    7.89	        3739
1417   	¹Å¸Î         	20140514	    7.86	    7.91	    7.85	    7.87	        3431
1417   	¹Å¸Î         	20140515	    7.91	    8.09	    7.91	    8.08	       16190
1417   	¹Å¸Î         	20140516	    8.06	    8.16	    8.03	    8.14	        9452
1417   	¹Å¸Î         	20140519	    8.17	    8.17	    8.09	    8.13	        4039
1417   	¹Å¸Î         	20140520	    8.13	    8.27	    8.13	    8.17	       11680
1417   	¹Å¸Î         	20140521	    8.24	    8.24	    8.11	    8.12	        8198
1417   	¹Å¸Î         	20140522	    8.12	    8.18	    8.10	    8.15	        8786
1417   	¹Å¸Î         	20140523	    8.15	    8.18	    8.11	    8.13	        5385
1417   	¹Å¸Î         	20140526	    8.13	    8.15	    8.04	    8.06	        9357
1417   	¹Å¸Î         	20140527	    8.06	    8.12	    8.06	    8.09	        2931
1417   	¹Å¸Î         	20140528	    8.08	    8.13	    8.08	    8.11	        3559
1417   	¹Å¸Î         	20140529	    8.11	    8.11	    8.04	    8.08	        4234
1417   	¹Å¸Î         	20140530	    8.08	    8.27	    8.08	    8.20	       13923
1417   	¹Å¸Î         	20140603	    8.22	    8.24	    8.17	    8.19	        7010
1417   	¹Å¸Î         	20140604	    8.19	    8.34	    7.97	    8.24	       12934
1417   	¹Å¸Î         	20140605	    8.25	    8.53	    8.24	    8.43	       55223
1417   	¹Å¸Î         	20140606	    8.43	    8.49	    8.30	    8.31	       25337
1417   	¹Å¸Î         	20140609	    8.43	    8.45	    8.34	    8.40	       15673
1417   	¹Å¸Î         	20140610	    8.41	    8.46	    8.36	    8.41	       15984
1417   	¹Å¸Î         	20140611	    8.37	    8.38	    8.30	    8.32	       12256
1417   	¹Å¸Î         	20140612	    8.32	    8.39	    8.27	    8.31	       10832
1417   	¹Å¸Î         	20140613	    8.31	    8.36	    8.26	    8.33	        5046
1417   	¹Å¸Î         	20140616	    8.33	    8.35	    8.28	    8.29	        9139
1417   	¹Å¸Î         	20140617	    8.30	    8.36	    8.28	    8.29	       10890
1417   	¹Å¸Î         	20140618	    8.35	    8.35	    8.22	    8.27	        8293
1417   	¹Å¸Î         	20140619	    8.27	    8.33	    8.25	    8.28	        9447
1417   	¹Å¸Î         	20140620	    8.29	    8.33	    8.27	    8.28	        7676
1417   	¹Å¸Î         	20140623	    8.30	    8.30	    8.18	    8.18	        9329
1417   	¹Å¸Î         	20140624	    8.18	    8.25	    8.18	    8.19	        6174
1417   	¹Å¸Î         	20140625	    8.19	    8.20	    8.14	    8.16	        3485
1417   	¹Å¸Î         	20140626	    8.16	    8.35	    8.14	    8.22	        7443
1417   	¹Å¸Î         	20140627	    8.23	    8.26	    8.16	    8.20	        4893
1417   	¹Å¸Î         	20140630	    8.24	    8.29	    8.20	    8.24	        7812
1417   	¹Å¸Î         	20140701	    8.25	    8.26	    8.22	    8.23	        4907
1417   	¹Å¸Î         	20140702	    8.24	    8.27	    8.18	    8.20	       10950
1417   	¹Å¸Î         	20140703	    8.20	    8.24	    8.17	    8.19	        8220
1417   	¹Å¸Î         	20140704	    8.20	    8.21	    8.14	    8.18	        8165
1417   	¹Å¸Î         	20140707	    8.20	    8.31	    8.18	    8.27	       12006
1417   	¹Å¸Î         	20140708	    8.27	    8.33	    8.26	    8.30	        9172
1417   	¹Å¸Î         	20140709	    8.30	    8.33	    8.25	    8.28	        8006
1417   	¹Å¸Î         	20140710	    8.28	    8.34	    8.28	    8.31	       12430
1417   	¹Å¸Î         	20140711	    8.29	    8.34	    8.22	    8.25	       14148
1417   	¹Å¸Î         	20140714	    8.26	    8.37	    8.26	    8.34	       22261
1417   	¹Å¸Î         	20140715	    8.48	    8.49	    8.39	    8.42	       12192
1417   	¹Å¸Î         	20140716	    8.42	    8.43	    8.38	    8.39	        7797
1417   	¹Å¸Î         	20140717	    8.40	    8.47	    8.40	    8.42	        6746
1417   	¹Å¸Î         	20140718	    8.39	    8.42	    8.37	    8.39	        3856
1417   	¹Å¸Î         	20140721	    8.38	    8.46	    8.38	    8.41	        5343
1417   	¹Å¸Î         	20140722	    8.40	    8.45	    8.39	    8.39	        3055
1417   	¹Å¸Î         	20140724	    8.40	    8.45	    8.39	    8.40	        5456
1417   	¹Å¸Î         	20140725	    8.45	    8.45	    8.37	    8.38	        4666
1417   	¹Å¸Î         	20140728	    8.40	    8.52	    8.40	    8.48	       13052
1417   	¹Å¸Î         	20140729	    8.50	    8.58	    8.44	    8.47	       17380
1417   	¹Å¸Î         	20140730	    8.42	    8.54	    8.42	    8.50	        9147
1417   	¹Å¸Î         	20140731	    8.52	    8.53	    8.48	    8.48	        7021
1417   	¹Å¸Î         	20140801	    8.42	    8.50	    8.41	    8.46	        6365
1417   	¹Å¸Î         	20140804	    8.46	    8.49	    8.39	    8.41	        8548
1417   	¹Å¸Î         	20140805	    8.42	    8.43	    8.36	    8.36	        6881
1417   	¹Å¸Î         	20140806	    8.35	    8.36	    8.19	    8.25	        9195
1417   	¹Å¸Î         	20140807	    8.25	    8.29	    8.20	    8.24	        2788
1417   	¹Å¸Î         	20140808	    8.24	    8.24	    8.15	    8.20	        3869
1417   	¹Å¸Î         	20140811	    8.20	    8.27	    8.20	    8.22	        4076
1417   	¹Å¸Î         	20140812	    8.22	    8.26	    8.21	    8.24	        1111
1417   	¹Å¸Î         	20140813	    8.20	    8.26	    8.20	    8.26	        2787
1417   	¹Å¸Î         	20140814	    8.26	    8.26	    8.18	    8.22	        5753
1417   	¹Å¸Î         	20140815	    8.21	    8.21	    8.14	    8.19	        3973
1417   	¹Å¸Î         	20140818	    8.19	    8.19	    8.08	    8.14	        5410
1417   	¹Å¸Î         	20140819	    8.15	    8.17	    8.14	    8.15	        3750
1417   	¹Å¸Î         	20140820	    8.15	    8.18	    8.13	    8.18	        3227
1417   	¹Å¸Î         	20140821	    8.18	    8.18	    8.11	    8.16	        2911
1417   	¹Å¸Î         	20140822	    8.16	    8.23	    8.14	    8.22	        4355
1417   	¹Å¸Î         	20140825	    8.20	    8.25	    8.19	    8.24	        2864
1417   	¹Å¸Î         	20140826	    8.24	    8.26	    8.21	    8.21	        2603
1417   	¹Å¸Î         	20140827	    8.21	    8.27	    8.21	    8.26	        1763
1417   	¹Å¸Î         	20140828	    8.26	    8.28	    8.23	    8.25	        6201
1417   	¹Å¸Î         	20140829	    8.28	    8.28	    8.24	    8.27	        1519
1417   	¹Å¸Î         	20140901	    8.27	    8.28	    8.22	    8.27	        3593
1417   	¹Å¸Î         	20140902	    8.26	    8.26	    8.19	    8.26	        3268
1417   	¹Å¸Î         	20140903	    8.24	    8.25	    8.18	    8.20	        3570
1417   	¹Å¸Î         	20140904	    8.18	    8.29	    8.18	    8.24	        2860
1417   	¹Å¸Î         	20140905	    8.22	    8.27	    8.22	    8.25	        1952
1417   	¹Å¸Î         	20140909	    8.29	    8.30	    8.25	    8.30	        2459
1417   	¹Å¸Î         	20140910	    8.30	    8.31	    8.21	    8.25	        1938
1417   	¹Å¸Î         	20140911	    8.30	    8.30	    8.23	    8.23	        5115
1417   	¹Å¸Î         	20140912	    8.23	    8.23	    8.18	    8.18	        3060
1417   	¹Å¸Î         	20140915	    8.18	    8.20	    8.16	    8.18	         950
1417   	¹Å¸Î         	20140916	    8.15	    8.15	    8.11	    8.15	        2621
1417   	¹Å¸Î         	20140917	    8.15	    8.18	    8.11	    8.16	        2228
1417   	¹Å¸Î         	20140918	    8.16	    8.17	    8.11	    8.14	        1420
1417   	¹Å¸Î         	20140919	    8.20	    8.20	    8.10	    8.14	        2256
1417   	¹Å¸Î         	20140922	    8.10	    8.13	    8.08	    8.09	        2836
1417   	¹Å¸Î         	20140923	    8.10	    8.32	    8.10	    8.25	       11051
1417   	¹Å¸Î         	20140924	    8.25	    8.26	    8.19	    8.20	        3574
1417   	¹Å¸Î         	20140925	    8.21	    8.24	    8.15	    8.15	        2680
1417   	¹Å¸Î         	20140926	    8.11	    8.22	    8.08	    8.12	        4656
1417   	¹Å¸Î         	20140929	    8.14	    8.15	    8.10	    8.12	        2516
1417   	¹Å¸Î         	20140930	    8.10	    8.14	    8.00	    8.08	        5327
1417   	¹Å¸Î         	20141001	    8.09	    8.15	    8.05	    8.09	        2043
1417   	¹Å¸Î         	20141002	    8.07	    8.14	    8.06	    8.08	        2112
1417   	¹Å¸Î         	20141003	    8.08	    8.26	    8.08	    8.24	       12075
1417   	¹Å¸Î         	20141006	    8.24	    8.24	    8.13	    8.18	        3573
1417   	¹Å¸Î         	20141007	    8.13	    8.14	    8.10	    8.14	        2087
1417   	¹Å¸Î         	20141008	    8.09	    8.15	    8.09	    8.13	        1119
1417   	¹Å¸Î         	20141009	    8.13	    8.17	    8.09	    8.09	        1635
1417   	¹Å¸Î         	20141013	    8.05	    8.09	    7.97	    8.00	        4252
1417   	¹Å¸Î         	20141014	    7.99	    8.01	    7.95	    7.99	        3042
1417   	¹Å¸Î         	20141015	    7.99	    7.99	    7.80	    7.83	        5806
1417   	¹Å¸Î         	20141016	    7.79	    7.79	    7.63	    7.77	        4199
1417   	¹Å¸Î         	20141017	    7.77	    7.77	    7.63	    7.63	        3642
1417   	¹Å¸Î         	20141020	    7.65	    7.73	    7.65	    7.70	        5001
1417   	¹Å¸Î         	20141021	    7.70	    7.73	    7.65	    7.67	        2366
1417   	¹Å¸Î         	20141022	    7.73	    7.82	    7.70	    7.74	        2033
1417   	¹Å¸Î         	20141023	    7.70	    7.73	    7.64	    7.70	        3317
1417   	¹Å¸Î         	20141024	    7.70	    7.71	    7.60	    7.61	        3134
1417   	¹Å¸Î         	20141027	    7.63	    7.63	    7.40	    7.50	        4193
1417   	¹Å¸Î         	20141028	    7.54	    7.63	    7.48	    7.56	        2867
1417   	¹Å¸Î         	20141029	    7.59	    7.65	    7.58	    7.62	        1933
1417   	¹Å¸Î         	20141030	    7.63	    7.70	    7.62	    7.69	        1398
1417   	¹Å¸Î         	20141031	    7.75	    7.82	    7.73	    7.79	        3408
1417   	¹Å¸Î         	20141103	    7.79	    7.88	    7.78	    7.87	        3533
1417   	¹Å¸Î         	20141104	    7.90	    7.90	    7.82	    7.88	        2602
1417   	¹Å¸Î         	20141105	    7.88	    7.90	    7.79	    7.87	        4056
1417   	¹Å¸Î         	20141106	    7.90	    7.90	    7.79	    7.85	        2671
1417   	¹Å¸Î         	20141107	    7.80	    7.93	    7.80	    7.80	        2545
1417   	¹Å¸Î         	20141110	    7.80	    7.92	    7.80	    7.88	        1996
1417   	¹Å¸Î         	20141111	    7.90	    7.90	    7.82	    7.83	        1599
1417   	¹Å¸Î         	20141112	    7.88	    7.88	    7.73	    7.78	        1443
1417   	¹Å¸Î         	20141113	    7.86	    7.86	    7.72	    7.77	        1245
1417   	¹Å¸Î         	20141114	    7.77	    7.77	    7.64	    7.72	        5778
1417   	¹Å¸Î         	20141117	    7.70	    7.71	    7.60	    7.65	        3346
1417   	¹Å¸Î         	20141118	    7.65	    7.69	    7.51	    7.53	        3038
1417   	¹Å¸Î         	20141119	    7.51	    7.61	    7.51	    7.55	        1694
1417   	¹Å¸Î         	20141120	    7.51	    7.66	    7.51	    7.57	        2027
1417   	¹Å¸Î         	20141121	    7.60	    7.64	    7.55	    7.62	        1008
1417   	¹Å¸Î         	20141124	    7.64	    7.72	    7.61	    7.67	        3235
1417   	¹Å¸Î         	20141125	    7.69	    7.69	    7.62	    7.68	        1987
1417   	¹Å¸Î         	20141126	    7.74	    7.74	    7.62	    7.63	        1906
1417   	¹Å¸Î         	20141127	    7.70	    7.70	    7.61	    7.61	        2037
1417   	¹Å¸Î         	20141128	    7.69	    7.69	    7.58	    7.60	        1850
1417   	¹Å¸Î         	20141201	    7.52	    7.58	    7.50	    7.54	        1913
1417   	¹Å¸Î         	20141202	    7.51	    7.62	    7.50	    7.58	         890
1417   	¹Å¸Î         	20141203	    7.60	    7.70	    7.60	    7.69	        1567
1417   	¹Å¸Î         	20141204	    7.70	    7.83	    7.69	    7.75	        4317
1417   	¹Å¸Î         	20141205	    7.75	    7.85	    7.75	    7.80	        4503
1417   	¹Å¸Î         	20141208	    7.87	    7.87	    7.77	    7.77	        1787
1417   	¹Å¸Î         	20141209	    7.78	    7.78	    7.68	    7.73	        1795
1417   	¹Å¸Î         	20141210	    7.73	    7.76	    7.63	    7.63	        1957
1417   	¹Å¸Î         	20141211	    7.60	    7.65	    7.58	    7.63	        1691
1417   	¹Å¸Î         	20141212	    7.63	    7.68	    7.60	    7.64	        2034
1417   	¹Å¸Î         	20141215	    7.60	    7.90	    7.60	    7.77	       13557
1417   	¹Å¸Î         	20141216	    7.76	    7.86	    7.71	    7.81	        4733
1417   	¹Å¸Î         	20141217	    7.80	    7.81	    7.70	    7.72	        4065
1417   	¹Å¸Î         	20141218	    7.75	    7.78	    7.67	    7.72	        3140
1417   	¹Å¸Î         	20141219	    7.79	    7.79	    7.70	    7.73	        3370
1417   	¹Å¸Î         	20141222	    7.74	    7.83	    7.74	    7.80	        2997
1417   	¹Å¸Î         	20141223	    7.80	    7.98	    7.80	    7.89	        9047
1417   	¹Å¸Î         	20141224	    7.91	    8.10	    7.91	    8.00	       17387
1417   	¹Å¸Î         	20141225	    8.05	    8.14	    8.02	    8.05	        6824
1417   	¹Å¸Î         	20141226	    8.05	    8.15	    8.02	    8.03	        6110
1417   	¹Å¸Î         	20141227	    8.14	    8.14	    8.03	    8.08	        5038
1417   	¹Å¸Î         	20141229	    8.08	    8.10	    8.05	    8.07	        3118
1417   	¹Å¸Î         	20141230	    8.10	    8.10	    8.01	    8.02	        2175
1417   	¹Å¸Î         	20141231	    8.02	    8.08	    7.99	    8.04	        2005
1417   	¹Å¸Î         	20150105	    8.01	    8.01	    7.95	    8.00	        2269
1417   	¹Å¸Î         	20150106	    7.91	    7.93	    7.82	    7.82	        3484
1417   	¹Å¸Î         	20150107	    7.88	    7.91	    7.82	    7.89	        1262
1417   	¹Å¸Î         	20150108	    7.90	    7.95	    7.88	    7.89	        2182
1417   	¹Å¸Î         	20150109	    7.94	    8.15	    7.90	    8.11	       19288
1417   	¹Å¸Î         	20150112	    8.10	    8.11	    8.00	    8.01	        6039
1417   	¹Å¸Î         	20150113	    8.01	    8.06	    7.92	    8.00	        3283
1417   	¹Å¸Î         	20150114	    7.97	    8.02	    7.95	    7.95	        2204
1417   	¹Å¸Î         	20150115	    7.95	    7.97	    7.90	    7.96	        1704
1417   	¹Å¸Î         	20150116	    8.00	    8.00	    7.87	    7.89	        4085
1417   	¹Å¸Î         	20150119	    7.90	    7.95	    7.87	    7.88	        2352
1417   	¹Å¸Î         	20150120	    7.80	    7.94	    7.80	    7.89	        2691
1417   	¹Å¸Î         	20150121	    7.89	    7.94	    7.81	    7.90	        2453
1417   	¹Å¸Î         	20150122	    7.94	    7.98	    7.91	    7.98	        2601
1417   	¹Å¸Î         	20150123	    7.98	    8.02	    7.92	    7.93	        1910
1417   	¹Å¸Î         	20150126	    7.93	    7.97	    7.87	    7.89	        1861
1417   	¹Å¸Î         	20150127	    7.89	    7.95	    7.88	    7.94	        3178
1417   	¹Å¸Î         	20150128	    7.90	    7.95	    7.83	    7.90	        1807
1417   	¹Å¸Î         	20150129	    7.91	    7.93	    7.86	    7.93	        1742
1417   	¹Å¸Î         	20150130	    7.93	    7.93	    7.87	    7.88	        1652
1417   	¹Å¸Î         	20150202	    7.82	    7.90	    7.82	    7.89	        1763
1417   	¹Å¸Î         	20150203	    7.88	    7.90	    7.82	    7.85	        2375
1417   	¹Å¸Î         	20150204	    7.86	    7.88	    7.82	    7.84	        2376
1417   	¹Å¸Î         	20150205	    7.82	    8.02	    7.82	    7.99	       13247
1417   	¹Å¸Î         	20150206	    8.02	    8.02	    7.88	    7.94	        2393
1417   	¹Å¸Î         	20150209	    7.93	    7.96	    7.89	    7.93	        2233
1417   	¹Å¸Î         	20150210	    7.94	    7.95	    7.88	    7.91	        1084
1417   	¹Å¸Î         	20150211	    7.91	    7.95	    7.83	    7.90	        5097
1417   	¹Å¸Î         	20150212	    7.88	    7.90	    7.84	    7.89	        2792
1417   	¹Å¸Î         	20150213	    7.89	    7.94	    7.82	    7.82	        2763
1417   	¹Å¸Î         	20150224	    7.92	    7.95	    7.85	    7.89	        3123
1417   	¹Å¸Î         	20150225	    7.88	    8.09	    7.85	    8.08	       12855
1417   	¹Å¸Î         	20150226	    8.35	    8.64	    8.29	    8.64	       99177
1417   	¹Å¸Î         	20150302	    8.75	    8.85	    8.64	    8.65	       97295
1417   	¹Å¸Î         	20150303	    8.70	    8.70	    8.49	    8.51	       25733
1417   	¹Å¸Î         	20150304	    8.48	    8.67	    8.44	    8.54	       30407
1417   	¹Å¸Î         	20150305	    8.54	    8.63	    8.49	    8.52	       11924
1417   	¹Å¸Î         	20150306	    8.59	    8.62	    8.51	    8.53	       13434
1417   	¹Å¸Î         	20150309	    8.50	    8.53	    8.46	    8.47	        8106
1417   	¹Å¸Î         	20150310	    8.50	    8.52	    8.30	    8.33	       12845
1417   	¹Å¸Î         	20150311	    8.29	    8.38	    8.21	    8.29	       13863
1417   	¹Å¸Î         	20150312	    8.29	    8.37	    8.28	    8.29	        5590
1417   	¹Å¸Î         	20150313	    8.31	    8.35	    8.25	    8.26	        4604
1417   	¹Å¸Î         	20150316	    8.26	    8.39	    8.26	    8.26	        5685
1417   	¹Å¸Î         	20150317	    8.27	    8.35	    8.25	    8.27	        4512
1417   	¹Å¸Î         	20150318	    8.34	    8.34	    8.23	    8.24	        5607
1417   	¹Å¸Î         	20150319	    8.29	    8.29	    8.23	    8.24	        5569
1417   	¹Å¸Î         	20150320	    8.24	    8.28	    8.18	    8.18	        6880
1417   	¹Å¸Î         	20150323	    8.19	    8.28	    8.17	    8.17	        6153
1417   	¹Å¸Î         	20150324	    8.19	    8.24	    8.17	    8.19	        2446
1417   	¹Å¸Î         	20150325	    8.23	    8.24	    8.17	    8.18	        3823
1417   	¹Å¸Î         	20150326	    8.15	    8.18	    8.10	    8.13	        6133
1417   	¹Å¸Î         	20150327	    8.15	    8.15	    8.10	    8.13	        3572
1417   	¹Å¸Î         	20150330	    8.16	    8.22	    8.15	    8.16	        5146
1417   	¹Å¸Î         	20150331	    8.17	    8.20	    8.12	    8.17	        5297
1417   	¹Å¸Î         	20150401	    8.12	    8.20	    8.12	    8.13	        9930
1417   	¹Å¸Î         	20150402	    8.15	    8.22	    8.15	    8.18	        5362
1417   	¹Å¸Î         	20150407	    8.20	    8.30	    8.17	    8.24	        6765
1417   	¹Å¸Î         	20150408	    8.28	    8.28	    8.21	    8.24	        2816
1417   	¹Å¸Î         	20150409	    8.24	    8.42	    8.21	    8.36	       14543
1417   	¹Å¸Î         	20150410	    8.40	    8.42	    8.26	    8.28	        5210
1417   	¹Å¸Î         	20150413	    8.30	    8.30	    8.23	    8.23	        4330
1417   	¹Å¸Î         	20150414	    8.23	    8.29	    8.22	    8.24	        4257
1417   	¹Å¸Î         	20150415	    8.24	    8.28	    8.22	    8.26	        3878
1417   	¹Å¸Î         	20150416	    8.25	    8.27	    8.20	    8.22	        5290
1417   	¹Å¸Î         	20150417	    8.22	    8.41	    8.17	    8.30	       17336
1417   	¹Å¸Î         	20150420	    8.29	    8.30	    8.19	    8.20	        4620
1417   	¹Å¸Î         	20150421	    8.25	    8.26	    8.06	    8.13	        7432
1417   	¹Å¸Î         	20150422	    8.11	    8.15	    8.09	    8.11	        2448
1417   	¹Å¸Î         	20150423	    8.13	    8.40	    8.12	    8.26	       15951
1417   	¹Å¸Î         	20150424	    8.26	    8.30	    8.20	    8.25	        6646
1417   	¹Å¸Î         	20150427	    8.26	    8.29	    8.21	    8.25	        4164
1417   	¹Å¸Î         	20150428	    8.27	    8.27	    8.19	    8.20	        5821
1417   	¹Å¸Î         	20150429	    8.20	    8.48	    8.20	    8.45	       30115
1417   	¹Å¸Î         	20150430	    8.45	    9.04	    8.38	    8.82	      164865
1417   	¹Å¸Î         	20150504	    8.76	    8.78	    8.50	    8.53	       30699
1417   	¹Å¸Î         	20150505	    8.49	    8.65	    8.46	    8.49	       14642
1417   	¹Å¸Î         	20150506	    8.47	    8.47	    8.33	    8.33	       16289
1417   	¹Å¸Î         	20150507	    8.33	    8.40	    8.24	    8.24	       10132
1417   	¹Å¸Î         	20150508	    8.29	    8.30	    8.19	    8.23	        5750
1417   	¹Å¸Î         	20150511	    8.24	    8.27	    7.97	    8.03	       16228
1417   	¹Å¸Î         	20150512	    7.92	    8.26	    7.92	    8.12	       16813
1417   	¹Å¸Î         	20150513	    8.15	    8.20	    8.05	    8.09	       10573
1417   	¹Å¸Î         	20150514	    8.08	    8.11	    8.02	    8.05	        4241
1417   	¹Å¸Î         	20150515	    8.00	    8.00	    7.68	    7.75	       21356
1417   	¹Å¸Î         	20150518	    7.68	    7.88	    7.68	    7.70	        9268
1417   	¹Å¸Î         	20150519	    7.71	    7.84	    7.71	    7.74	        3710
1417   	¹Å¸Î         	20150520	    7.74	    7.83	    7.71	    7.75	        5191
1417   	¹Å¸Î         	20150521	    7.70	    7.83	    7.70	    7.71	        7120
1417   	¹Å¸Î         	20150522	    7.78	    7.78	    7.66	    7.67	        4473
1417   	¹Å¸Î         	20150525	    7.67	    7.67	    7.58	    7.59	        3988
1417   	¹Å¸Î         	20150526	    7.59	    7.61	    7.46	    7.48	        5682
1417   	¹Å¸Î         	20150527	    7.48	    7.62	    7.46	    7.62	        4405
1417   	¹Å¸Î         	20150528	    7.60	    7.81	    7.56	    7.80	        4345
1417   	¹Å¸Î         	20150529	    7.85	    7.87	    7.73	    7.73	        8110
1417   	¹Å¸Î         	20150601	    7.73	    7.97	    7.64	    7.76	       16679
1417   	¹Å¸Î         	20150602	    7.75	    7.82	    7.74	    7.74	        4215
1417   	¹Å¸Î         	20150603	    7.75	    7.76	    7.60	    7.60	        5201
1417   	¹Å¸Î         	20150604	    7.70	    7.74	    7.47	    7.47	        4033
1417   	¹Å¸Î         	20150605	    7.44	    7.51	    7.40	    7.47	        5243
1417   	¹Å¸Î         	20150608	    7.40	    7.45	    7.31	    7.31	        3312
1417   	¹Å¸Î         	20150609	    7.31	    7.33	    6.70	    6.70	       12147
1417   	¹Å¸Î         	20150610	    6.80	    6.94	    6.71	    6.85	       10037
1417   	¹Å¸Î         	20150611	    6.90	    6.97	    6.82	    6.87	        3168
1417   	¹Å¸Î         	20150612	    6.88	    6.95	    6.86	    6.86	        3004
1417   	¹Å¸Î         	20150615	    6.89	    7.10	    6.87	    7.10	        5808
1417   	¹Å¸Î         	20150616	    7.10	    7.43	    7.10	    7.40	       18009
1417   	¹Å¸Î         	20150617	    7.40	    7.47	    7.22	    7.22	        8587
1417   	¹Å¸Î         	20150618	    7.24	    7.42	    7.24	    7.26	        4314
1417   	¹Å¸Î         	20150622	    7.27	    7.40	    7.27	    7.29	        3887
1417   	¹Å¸Î         	20150623	    7.40	    7.46	    7.30	    7.31	        5136
1417   	¹Å¸Î         	20150624	    7.33	    7.35	    7.24	    7.24	        3771
1417   	¹Å¸Î         	20150625	    7.24	    7.30	    7.20	    7.23	        2808
1417   	¹Å¸Î         	20150626	    7.21	    7.27	    7.16	    7.16	        1837
1417   	¹Å¸Î         	20150629	    7.05	    7.10	    6.96	    7.05	        3468
1417   	¹Å¸Î         	20150630	    7.00	    7.15	    7.00	    7.10	        2557
1417   	¹Å¸Î         	20150701	    7.13	    7.13	    7.07	    7.12	        1233
1417   	¹Å¸Î         	20150702	    7.04	    7.14	    7.04	    7.10	        1262
1417   	¹Å¸Î         	20150703	    7.13	    7.13	    7.04	    7.05	        1414
1417   	¹Å¸Î         	20150706	    7.02	    7.09	    6.97	    6.97	        2112
1417   	¹Å¸Î         	20150707	    7.11	    7.11	    6.95	    6.99	        1715
1417   	¹Å¸Î         	20150708	    7.01	    7.01	    6.72	    6.80	        4066
1417   	¹Å¸Î         	20150709	    6.24	    6.65	    6.24	    6.65	        3559
1417   	¹Å¸Î         	20150713	    7.12	    7.20	    6.88	    7.20	        7250
1417   	¹Å¸Î         	20150714	    7.19	    7.54	    7.19	    7.33	       29951
1417   	¹Å¸Î         	20150715	    7.39	    7.45	    7.23	    7.26	        6455
1417   	¹Å¸Î         	20150716	    7.20	    7.20	    7.13	    7.14	        3602
1417   	¹Å¸Î         	20150717	    7.14	    7.22	    7.14	    7.14	        1482
1417   	¹Å¸Î         	20150720	    7.41	    7.41	    7.01	    7.01	        3702
1417   	¹Å¸Î         	20150721	    7.01	    7.10	    7.01	    7.08	        1407
1417   	¹Å¸Î         	20150722	    7.08	    7.13	    6.99	    7.11	        3064
1417   	¹Å¸Î         	20150723	    7.09	    7.09	    6.91	    6.97	        1668
1417   	¹Å¸Î         	20150724	    6.97	    7.03	    6.92	    6.98	        1073
1417   	¹Å¸Î         	20150727	    6.94	    7.01	    6.70	    6.85	        1640
1417   	¹Å¸Î         	20150728	    6.84	    6.85	    6.70	    6.82	        2269
1417   	¹Å¸Î         	20150729	    6.82	    6.85	    6.75	    6.85	        1571
1417   	¹Å¸Î         	20150730	    6.89	    6.97	    6.85	    6.85	        2192
1417   	¹Å¸Î         	20150731	    6.85	    6.94	    6.82	    6.90	        1361
1417   	¹Å¸Î         	20150803	    6.81	    6.82	    6.70	    6.71	        1762
1417   	¹Å¸Î         	20150804	    6.74	    6.74	    6.51	    6.60	        4671
